Year,Month,Day,Price,Type
2018,6,13,2000,1
2018,6,8,1800,1
2018,5,30,2200,1
2018,7,2,1800,1
2018,6,26,1800,1
2018,6,21,1800,1
2018,7,12,2000,1
2018,7,8,1800,1
2018,7,5,2200,1
2018,7,31,2300,1
2018,7,24,2250,1
2018,7,19,2200,1
2018,7,16,2000,1
2018,8,10,3000,1
2018,8,7,2500,1
2018,8,2,2300,1
2018,9,11,3000,1
2018,8,27,3000,1
2018,8,22,3000,1
2018,10,31,3000,1
2018,10,1,3000,1
2018,9,26,3000,1
2018,9,19,3000,1
2018,11,12,2500,1
2019,3,21,2900,1
2019,1,17,2050,1
2019,5,13,3000,1
2019,5,17,4500,1
2019,4,2,2500,1
2011,6,17,2720,2
2011,6,27,2500,2
2011,6,30,2300,2
2011,7,5,2100,2
2011,7,8,2000,2
2011,7,13,1900,2
2011,7,18,1900,2
2011,7,21,1900,2
2011,7,26,1800,2
2011,7,29,1700,2
2011,8,3,1800,2
2011,8,8,2200,2
2011,8,12,2000,2
2011,8,17,2200,2
2011,8,22,2200,2
2011,8,25,2600,2
2011,8,30,2800,2
2011,9,5,2600,2
2011,9,8,2800,2
2011,9,13,2800,2
2011,9,16,2800,2
2011,9,21,2900,2
2011,9,26,2900,2
2011,9,29,3200,2
2011,10,3,3100,2
2011,10,6,2800,2
2011,10,11,3000,2
2011,10,17,3000,2
2011,10,21,3800,2
2011,10,26,3800,2
2011,11,4,3700,2
2011,11,9,3800,2
2011,11,14,3800,2
2011,11,17,3700,2
2011,11,22,3600,2
2011,11,25,3400,2
2011,11,30,3600,2
2011,12,5,3700,2
2011,12,8,3800,2
2011,12,14,3700,2
2011,12,27,3800,2
2011,12,30,3800,2
2012,1,5,4600,2
2011,1,10,4800,2
2012,1,13,5200,2
2012,1,18,5000,2
2012,1,23,4500,2
2012,1,26,4500,2
2012,1,31,4200,2
2012,2,3,4200,2
2012,2,8,2600,2
2012,2,13,4200,2
2012,2,16,4200,2
2012,2,21,4300,2
2012,2,24,4200,2
2012,2,29,4000,2
2012,3,5,4200,2
2012,3,8,4200,2
2012,3,13,5000,2
2012,3,16,5000,2
2012,3,21,5000,2
2012,3,26,5500,2
2012,3,29,5300,2
2012,4,3,4500,2
2012,4,10,4800,2
2012,4,13,4900,2
2012,4,18,4800,2
2012,4,23,5000,2
2012,4,26,5400,2
2012,5,3,5500,2
2012,5,8,5500,2
2012,5,11,5500,2
2012,5,16,5800,2
2012,5,22,5300,2
2012,5,28,4000,2
2012,5,31,3200,2
2012,6,6,3800,2
2012,6,11,4700,2
2012,6,15,4500,2
2012,6,21,4000,2
2012,6,26,3400,2
2012,7,2,3200,2
2012,7,5,3000,2
2012,7,10,3000,2
2012,7,13,2800,2
2012,7,18,2600,2
2012,7,23,2700,2
2012,7,27,3500,2
2012,8,1,3000,2
2012,8,6,2900,2
2012,8,9,3700,2
2012,8,14,3400,2
2012,8,17,3500,2
2012,8,23,3100,2
2012,8,28,3400,2
2012,8,31,3500,2
2012,9,5,3500,2
2015,12,10,2000,2
2016,1,28,2000,2
2016,2,4,2000,2
2016,2,9,2000,2
2016,2,15,2000,2
2016,2,29,2300,2
2016,3,3,2400,2
2016,3,9,2300,2
2016,3,17,2400,2
2016,3,23,2300,2
2016,3,30,2200,2
2016,4,4,2300,2
2016,4,7,2600,2
2016,4,12,2800,2
2016,4,15,2900,2
2016,5,4,2800,2
2016,5,9,2800,2
2016,5,12,3000,2
2016,5,17,2800,2
2016,5,23,2800,2
2016,5,27,2800,2
2016,6,6,2600,2
2016,6,9,2600,2
2016,6,14,2600,2
2016,6,20,2600,2
2016,6,23,2600,2
2016,7,8,2400,2
2016,7,14,2100,2
2016,7,26,2300,2
2016,7,29,2300,2
2016,8,25,2800,2
2016,9,1,2600,2
2016,9,9,2700,2
2016,9,21,3000,2
2016,9,30,2800,2
2016,10,12,2800,2
2016,10,18,2800,2
2016,10,27,2800,2
2016,11,2,2900,2
2016,11,16,2600,2
2016,11,22,2600,2
2016,12,6,2600,2
2016,12,9,2500,2
2016,12,19,3000,2
2017,1,31,2900,2
2017,2,14,2800,2
2017,2,17,3000,2
2017,2,24,3000,2
2017,3,14,3000,2
2017,3,23,2800,2
2017,3,30,3000,2
2017,4,19,3000,2
2017,4,24,3300,2
2017,6,19,2600,2
2017,6,22,2600,2
2017,6,28,2200,2
2017,7,3,2000,2
2017,7,7,1800,2
2017,7,25,1600,2
2017,7,31,1600,2
2017,8,3,1600,2
2017,8,11,1600,2
2017,8,28,1600,2
2017,8,31,1600,2
2017,9,5,2000,2
2017,9,25,1800,2
2017,10,4,2000,2
2017,10,9,2000,2
2017,10,12,1800,2
2017,10,18,2000,2
2017,10,30,2200,2
2017,11,3,2000,2
2017,11,10,2000,2
2017,11,16,2000,2
2017,11,22,2000,2
2017,11,27,1800,2
2017,12,1,2000,2
2017,12,6,2000,2
2017,12,15,1100,2
2017,12,20,2000,2
2017,12,27,1400,2
2018,1,2,2500,2
2018,1,5,3000,2
2018,1,11,2000,2
2018,1,16,2200,2
2018,1,19,2200,2
2018,2,6,2000,2
2018,2,15,2000,2
2018,2,20,2200,2
2018,2,23,2200,2
2018,2,28,2000,2
2018,3,5,2200,2
2018,3,9,2200,2
2018,3,14,2000,2
2018,3,19,2200,2
2018,3,22,2200,2
2018,3,28,2000,2
2018,4,6,2000,2
2018,4,16,2000,2
2018,4,19,2200,2
2018,4,24,2200,2
2018,4,27,2750,2
2018,5,8,2750,2
2018,5,11,2750,2
2018,5,21,2500,2
2018,5,30,2000,2
2018,6,8,2000,2
2018,6,13,2200,2
2018,6,19,2200,2
2018,6,22,2000,2
2018,6,27,1800,2
2018,7,3,2200,2
2018,7,6,2200,2
2018,7,9,2200,2
2018,7,13,2200,2
2018,7,18,2200,2
2018,7,23,2200,2
2018,7,30,2200,2
2018,8,2,2300,2
2018,8,7,2500,2
2018,8,10,3000,2
2018,8,15,3000,2
2018,8,23,3000,2
2018,8,28,3000,2
2018,9,17,3000,2
2018,9,21,3000,2
2018,9,28,3000,2
2018,10,30,3000,2
2018,11,9,3000,2
2018,11,15,2600,2
2019,3,8,2200,2
2019,3,22,2300,2
2019,4,29,2300,2
2019,5,14,4500,2
2019,5,20,4500,2
